Local time in Ghorai,T,Po,P,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
07.09.2014 08:45,27.6,698.9,754.3,0.7,82,Wind blowing from the east,1,"10%  or less, but not 0",22.5,,"10%  or less, but not 0",600-1000,20,24.3,No precipitation,24
07.09.2014 05:45,22.6,698.2,753.3,,22,"Calm, no wind",0,20–30%.,,,,"2500 or more, or no clouds.",10,0,,
06.09.2014 17:45,29.4,696.3,751.3,-0.4,75,Wind blowing from the south,1,40%.,,33.2,40%.,600-1000,15,24.4,No precipitation,9
06.09.2014 14:45,32.2,696.7,751.8,-1.2,65,Wind blowing from the east-southeast,1,40%.,,,40%.,600-1000,15,24.9,,
06.09.2014 11:45,30,697.9,753.5,0,72,Wind blowing from the east,1,20–30%.,,,20–30%.,600-1000,15,24.3,,
06.09.2014 08:45,26,697.9,753.6,0.6,87,Wind blowing from the south,1,20–30%.,21.5,,,"2500 or more, or no clouds.",15,23.7,7,24
06.09.2014 05:45,21.6,697.3,752.3,,100,Wind blowing from the south,1,20–30%.,,,,"2500 or more, or no clouds.",10,21.6,,
05.09.2014 17:45,26.6,695.9,751,-8.9,86,Wind blowing from the east,1,50%.,,31.5,20–30%.,600-1000,15,24.1,7,9
05.09.2014 14:45,25,704.8,752.3,7.2,91,Wind blowing from the west-northwest,1,100%.,,,"90  or more, but not 100%",300-600,15,23.5,,
05.09.2014 11:45,30.6,697.6,752.7,-0.3,71,Wind blowing from the east-southeast,2,20–30%.,,,20–30%.,600-1000,15,24.8,,
05.09.2014 08:45,28,697.9,752.9,0.5,78,Wind blowing from the east-northeast,1,"10%  or less, but not 0",23,,"10%  or less, but not 0",600-1000,20,23.7,No precipitation,24
05.09.2014 05:45,23,697.4,752.5,,91,"Calm, no wind",0,"10%  or less, but not 0",,,"10%  or less, but not 0",100-200,5,21.5,,
04.09.2014 17:45,28.4,696.4,751.5,-0.8,74,Wind blowing from the east,1,"10%  or less, but not 0",,31.6,20–30%.,600-1000,15,23.3,No precipitation,9
04.09.2014 14:45,31,697.2,752.2,-1.5,67,Wind blowing from the south,2,20–30%.,,,20–30%.,600-1000,15,24.2,,
04.09.2014 11:45,30.4,698.7,754.3,0.1,68,Wind blowing from the east,1,20–30%.,,,20–30%.,600-1000,15,23.9,,
04.09.2014 08:45,28,698.6,754.3,1,70,Wind blowing from the south,1,"10%  or less, but not 0",22,,"10%  or less, but not 0",600-1000,15,22.1,No precipitation,24
04.09.2014 05:45,22,697.6,752.6,,96,Wind blowing from the east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,21.4,,
03.09.2014 17:45,28,697.2,752.2,-1,80,Wind blowing from the east-southeast,2,20–30%.,,32.2,20–30%.,600-1000,15,24.3,No precipitation,9
03.09.2014 14:45,31,698.2,753.3,-0.6,70,Wind blowing from the east,2,20–30%.,,,20–30%.,600-1000,15,24.8,,
03.09.2014 11:45,30,698.8,754.5,-0.4,69,Wind blowing from the east,3,20–30%.,,,20–30%.,600-1000,15,23.7,,
03.09.2014 08:45,28,699.2,754.9,,72,Wind blowing from the south,1,"10%  or less, but not 0",22,,"10%  or less, but not 0",600-1000,15,22.4,5,24
02.09.2014 17:45,32,697,752.1,-0.5,63,Wind blowing from the east,3,20–30%.,,32,20–30%.,600-1000,20,24,5,9
02.09.2014 14:45,31.4,697.5,752.5,,69,Wind blowing from the east-southeast,2,40%.,,,40%.,600-1000,15,25,,
02.09.2014 11:45,30,,753.7,,70,Wind blowing from the east,1,20–30%.,,,20–30%.,600-1000,15,24,,
02.09.2014 08:45,28,697.9,753.6,1,70,Wind blowing from the south,1,no clouds,22.5,,,,20,22.1,8,24
02.09.2014 05:45,23,696.9,752.1,,86,Wind blowing from the south,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,20.6,,
01.09.2014 17:45,26.2,696.1,751.3,-0.7,89,Wind blowing from the east,1,"90  or more, but not 100%",,30.8,70 – 80%.,300-600,10,24.2,8,9
01.09.2014 14:45,27,696.8,752,-0.5,84,Wind blowing from the east,1,100%.,,,"90  or more, but not 100%",300-600,10,24.1,,
01.09.2014 11:45,28.8,697.3,752.3,-0.1,72,Wind blowing from the south,1,100%.,,,"90  or more, but not 100%",300-600,15,23.2,,
01.09.2014 08:45,27.4,697.4,752.5,0.1,75,Wind blowing from the east-northeast,1,40%.,22,,40%.,600-1000,15,22.5,17,24
01.09.2014 05:45,22.4,697.3,752.1,,97,"Calm, no wind",0,60%.,,,60%.,600-1000,10,21.9,,
31.08.2014 17:45,26,696.1,750.9,-0.6,92,Wind blowing from the east,1,100%.,,32.6,"90  or more, but not 100%",300-600,15,24.6,17,9
31.08.2014 14:45,23.8,696.7,751.5,-0.8,91,Wind blowing from the north,1,100%.,,,"90  or more, but not 100%",300-600,15,22.2,,
31.08.2014 11:45,31.4,697.5,752.9,-0.7,68,Wind blowing from the east,1,20–30%.,,,20–30%.,600-1000,15,24.7,,
31.08.2014 08:45,27,698.2,753.6,0.3,84,"Calm, no wind",0,"10%  or less, but not 0",22.5,,"10%  or less, but not 0",600-1000,15,24.1,3,24
31.08.2014 05:45,22.8,697.9,752.7,,100,"Calm, no wind",0,20–30%.,,,,"2500 or more, or no clouds.",10,22.8,,
30.08.2014 17:45,27,696.7,751.5,-0.8,87,Wind blowing from the east,1,40%.,,33.4,20–30%.,600-1000,15,24.7,2,9
30.08.2014 14:45,31.6,697.5,752.3,-1.6,68,Wind blowing from the east-southeast,1,100%.,,,"90  or more, but not 100%",300-600,15,25,,
30.08.2014 11:45,31.4,699.1,754.6,0.1,69,Wind blowing from the east,1,40%.,,,40%.,100-200,6,25,,
30.08.2014 08:45,27,699,754.4,0.4,84,Wind blowing from the east,1,20–30%.,22.5,,20–30%.,600-1000,15,24.1,34,24
30.08.2014 05:45,22.8,698.6,753.4,,100,"Calm, no wind",0,20–30%.,,,,2000-2500,10,22.8,,
29.08.2014 17:45,26.6,697.3,752.1,-0.8,93,Wind blowing from the east-southeast,1,100%.,,33,"90  or more, but not 100%",300-600,15,25.3,34,9
29.08.2014 14:45,26.6,698.1,752.9,-0.6,88,Wind blowing from the west,1,100%.,,,"90  or more, but not 100%",300-600,15,24.4,,
29.08.2014 11:45,31,698.7,754.3,-1.1,67,Wind blowing from the east,1,20–30%.,,,20–30%.,300-600,15,24.2,,
29.08.2014 08:45,27,699.8,755.5,0.6,84,"Calm, no wind",0,"10%  or less, but not 0",22,,"10%  or less, but not 0",1000-1500,20,24.1,1,24
29.08.2014 05:45,22.2,699.2,754.9,,100,"Calm, no wind",0,50%.,,,"10%  or less, but not 0",1000-1500,10,22.2,,
28.08.2014 17:45,29,697.8,753.4,-1.2,71,"Calm, no wind",0,20–30%.,,32,20–30%.,600-1000,15,23.2,No precipitation,9
28.08.2014 14:45,30,699,754.6,-0.5,73,Wind blowing from the east,1,40%.,,,40%.,300-600,15,24.6,,
28.08.2014 11:45,28.8,699.5,755.2,0.4,76,Wind blowing from the east-southeast,1,40%.,,,40%.,300-600,15,24.1,,
28.08.2014 08:45,24.4,699.1,754.7,0.6,92,Wind blowing from the east,1,20–30%.,22.5,,20–30%.,600-1000,15,23,No precipitation,24
28.08.2014 05:45,22.8,698.5,753.5,,92,"Calm, no wind",0,50%.,,,"10%  or less, but not 0",1000-1500,10,21.5,,
27.08.2014 17:45,27,696.5,751.6,-1.1,84,Wind blowing from the south,1,100%.,,31.5,"90  or more, but not 100%",300-600,15,24.1,No precipitation,9
27.08.2014 14:45,29,697.6,752.7,-0.7,75,Wind blowing from the east,1,100%.,,,"90  or more, but not 100%",300-600,15,24.1,,
27.08.2014 11:45,29.6,698.3,753.7,-0.4,77,Wind blowing from the east,1,100%.,,,"90  or more, but not 100%",300-600,15,25.2,,
27.08.2014 08:45,24.4,698.7,754.1,1.4,92,Wind blowing from the east-southeast,1,100%.,22.5,,"90  or more, but not 100%",300-600,15,23,3,24
27.08.2014 05:45,22.6,697.3,752.1,,100,"Calm, no wind",0,100%.,,,"90  or more, but not 100%",300-600,10,22.6,,
26.08.2014 17:45,29.2,696.3,751.1,-1,78,Wind blowing from the south,1,100%.,,33.4,"90  or more, but not 100%",300-600,15,25,No precipitation,9
26.08.2014 14:45,30.4,697.3,752.2,-0.9,75,Wind blowing from the north,1,100%.,,,"90  or more, but not 100%",300-600,10,25.4,,
26.08.2014 11:45,30.4,698.2,753.7,-0.6,72,Wind blowing from the south,1,100%.,,,"90  or more, but not 100%",300-600,10,24.8,,
26.08.2014 08:45,26.2,698.8,754.2,1.1,95,"Calm, no wind",0,100%.,23.2,,"90  or more, but not 100%",300-600,10,25.4,11,24
26.08.2014 05:45,24.2,697.7,752.5,,100,Wind blowing from the east,1,100%.,,,"90  or more, but not 100%",300-600,10,24.2,,
25.08.2014 17:45,28.6,696.4,751.3,-1.5,90,"Calm, no wind",0,100%.,,32.6,"90  or more, but not 100%",300-600,15,26.8,11,9
25.08.2014 14:45,27.8,697.9,752.8,-0.5,90,Wind blowing from the east-northeast,1,100%.,,,"90  or more, but not 100%",300-600,10,26,,
25.08.2014 11:45,30,698.4,753.8,-0.2,78,Wind blowing from the south,1,100%.,,,"90  or more, but not 100%",300-600,10,25.8,,
25.08.2014 08:45,26,698.6,754,0.7,92,"Calm, no wind",0,100%.,24,,"90  or more, but not 100%",300-600,10,24.6,23,24
25.08.2014 05:45,24,697.9,752.7,,100,"Calm, no wind",0,60%.,,,50%.,300-600,10,24,,
24.08.2014 17:45,26.2,696.9,751.7,-0.9,94,"Calm, no wind",0,70 – 80%.,,32.4,50%.,300-600,15,25.1,23,9
24.08.2014 14:45,30.6,697.8,752.6,-0.7,72,Wind blowing from the north,1,40%.,,,40%.,300-600,15,25.1,,
24.08.2014 11:45,31,698.5,754,-0.3,70,Wind blowing from the west,1,20–30%.,,,20–30%.,300-600,15,24.8,,
24.08.2014 08:45,27,698.8,754.2,,84,Wind blowing from the east,1,100%.,24.5,,"90  or more, but not 100%",300-600,10,24.1,No precipitation,24
23.08.2014 17:45,29.2,691.8,751.9,,78,Wind blowing from the south,1,20–30%.,,31.5,20–30%.,600-1000,15,25,No precipitation,9
23.08.2014 08:45,28,699.4,754.8,0.9,85,Wind blowing from the east,1,40%.,24,,40%.,300-600,15,25.2,No precipitation,24
23.08.2014 05:45,24,698.5,753.3,,96,"Calm, no wind",0,20–30%.,,,"10%  or less, but not 0",600-1000,10,23.4,,
22.08.2014 17:45,29.4,696.9,751.7,-0.9,76,Wind blowing from the south,1,20–30%.,,32.2,20–30%.,600-1000,15,24.7,No precipitation,9
22.08.2014 14:45,31.6,697.8,752.6,-0.5,69,Wind blowing from the south,1,20–30%.,,,20–30%.,600-1000,15,25.3,,
22.08.2014 11:45,29.6,698.3,754,-0.4,68,Wind blowing from the west-northwest,1,100%.,,,"90  or more, but not 100%",300-600,15,23,,
22.08.2014 08:45,24.4,698.7,754.3,-1.9,92,Wind blowing from the east,1,100%.,23,,"90  or more, but not 100%",300-600,10,23,7,24
22.08.2014 05:45,34.2,700.6,752.9,,53,"Calm, no wind",0,100%.,,,"90  or more, but not 100%",300-600,10,23.4,,
21.08.2014 14:45,30.6,697.6,752.6,-0.6,71,Wind blowing from the north,1,40%.,,,40%.,300-600,15,24.8,,
21.08.2014 11:45,28.8,698.2,753.2,0.3,77,Wind blowing from the west,1,100%.,,,"90  or more, but not 100%",300-600,10,24.4,,
21.08.2014 08:45,25,697.9,752.9,0.9,93,Wind blowing from the east-northeast,1,100%.,22.5,,"90  or more, but not 100%",300-600,10,23.8,14,24
21.08.2014 05:45,22.8,697,752.4,,100,"Calm, no wind",0,100%.,,,"90  or more, but not 100%",300-600,10,22.8,,
20.08.2014 17:45,26.6,697.3,752.7,-1.2,91,Wind blowing from the west,1,100%.,,31.2,"90  or more, but not 100%",300-600,10,25,5,9
20.08.2014 14:45,25.8,698.5,753.9,-0.3,95,Wind blowing from the east,1,100%.,,,"90  or more, but not 100%",300-600,15,24.9,,
20.08.2014 11:45,30.6,698.8,754.2,-0.4,71,Wind blowing from the east,1,100%.,,,"90  or more, but not 100%",300-600,15,24.8,,
20.08.2014 08:45,25.4,699.2,754.6,,97,"Calm, no wind",0,100%.,24,,"90  or more, but not 100%",300-600,10,24.9,1,24
19.08.2014 17:45,20,,753.8,,,Wind blowing from the west,1,"90  or more, but not 100%",,31.6,70 – 80%.,300-600,10,,No precipitation,9
19.08.2014 14:45,27.6,699.2,754.9,-1.1,85,Wind blowing from the north,1,100%.,,,"90  or more, but not 100%",300-600,15,24.9,,
19.08.2014 11:45,29.8,700.3,756.1,,74,Wind blowing from the west,1,100%.,,,"90  or more, but not 100%",300-600,15,24.6,,
18.08.2014 11:45,28,699.7,755.3,0.1,85,Wind blowing from the south,1,100%.,,,"90  or more, but not 100%",300-600,10,25.2,,
18.08.2014 08:45,25,699.6,755.2,1.4,100,Wind blowing from the east,1,100%.,23.5,,"90  or more, but not 100%",300-600,10,25,14,24
18.08.2014 05:45,24,698.2,753.2,,100,"Calm, no wind",0,100%.,,,"90  or more, but not 100%",300-600,10,24,,
17.08.2014 17:45,26,697.2,752.2,-0.2,90,Wind blowing from the north,1,100%.,,31.4,"90  or more, but not 100%",300-600,8,24.3,7,9
17.08.2014 14:45,25.6,697.4,752.5,-0.7,93,Wind blowing from the north,1,100%.,,,"90  or more, but not 100%",300-600,10,24.3,,
17.08.2014 11:45,30,698.1,753.3,0.2,72,Wind blowing from the west,1,20–30%.,,,20–30%.,600-1000,15,24.3,,
17.08.2014 08:45,26.8,697.9,753.1,,84,"Calm, no wind",0,50%.,22,,40%.,300-600,20,23.8,5,24
17.08.2014 05:45,22.2,697.2,752.4,,100,"Calm, no wind",0,40%.,,,40%.,300-600,10,22.2,,
16.08.2014 17:45,27,697.1,752.3,-0.7,84,Wind blowing from the west,1,50%.,,29.8,40%.,600-1000,15,24.1,1,9
16.08.2014 14:45,25.6,697.8,753,-0.3,91,Wind blowing from the north,1,100%.,,,"90  or more, but not 100%",300-600,15,24,,
16.08.2014 11:45,29,698.1,754,0,74,Wind blowing from the east-southeast,1,100%.,,,"90  or more, but not 100%",300-600,15,23.8,,
16.08.2014 08:45,24.2,698.1,754.1,1.1,93,Wind blowing from the east,1,100%.,22,,"90  or more, but not 100%",300-600,10,23,10,24
16.08.2014 05:45,22.4,697,752.5,,100,"Calm, no wind",0,100%.,,,"90  or more, but not 100%",300-600,6,22.4,,
15.08.2014 17:45,26,695.8,751.3,-0.8,86,Wind blowing from the west,1,70 – 80%.,,28,70 – 80%.,300-600,10,23.4,2,9
15.08.2014 14:45,26.2,696.6,752.2,-0.6,87,Wind blowing from the north,1,"90  or more, but not 100%",,,70 – 80%.,300-600,10,23.9,,
15.08.2014 11:45,23.6,697.2,752.8,0.7,99,"Calm, no wind",0,100%.,,,"90  or more, but not 100%",300-600,8,23.4,,
15.08.2014 08:45,23,696.5,752.1,0.7,100,Wind blowing from the east-northeast,1,100%.,21.5,,"90  or more, but not 100%",300-600,10,23,,
15.08.2014 05:45,21.8,695.8,751.4,,27,Wind blowing from the east-northeast,1,100%.,,,"90  or more, but not 100%",300-600,6,2.1,,
14.08.2014 17:45,24,694,749.5,-0.1,100,"Calm, no wind",0,100%.,,25.6,"90  or more, but not 100%",300-600,6,24,68,9
14.08.2014 14:45,24.6,694.1,749.7,-0.2,100,Wind blowing from the west,1,100%.,,,"90  or more, but not 100%",300-600,6,24.6,,
14.08.2014 11:45,24.6,694.3,749.3,0.2,99,Wind blowing from the west,1,100%.,,,"90  or more, but not 100%",300-600,6,24.4,,
14.08.2014 08:45,24,694.1,749.2,,100,Wind blowing from the east-northeast,1,100%.,23,,"90  or more, but not 100%",300-600,10,24,16,24
13.08.2014 11:45,28.2,694.4,749.5,-0.3,88,Wind blowing from the east,1,100%.,,,"90  or more, but not 100%",300-600,15,26,,
13.08.2014 08:45,26,694.7,749.8,0.3,94,"Calm, no wind",0,100%.,23.5,,"90  or more, but not 100%",300-600,10,24.9,9,24
13.08.2014 05:45,24,694.4,749.5,,100,"Calm, no wind",0,100%.,,,"90  or more, but not 100%",300-600,7,24,,
12.08.2014 17:45,27.8,694.2,749.2,-0.7,89,"Calm, no wind",0,70 – 80%.,,30.5,,300-600,10,25.8,3,9
12.08.2014 14:45,29.4,694.9,750,-1,80,Wind blowing from the south-west,1,100%.,,,"90  or more, but not 100%",300-600,10,25.6,,
12.08.2014 11:45,27.6,695.9,750.7,-0.3,90,Wind blowing from the south,1,100%.,,,"90  or more, but not 100%",300-600,10,25.8,,
12.08.2014 08:45,26,696.2,751,,92,"Calm, no wind",0,100%.,24,,"90  or more, but not 100%",300-600,15,24.6,9,24
12.08.2014 05:45,24.4,695.6,750.4,,97,"Calm, no wind",0,100%.,,,"90  or more, but not 100%",300-600,10,23.9,,
10.08.2014 17:45,28.8,696.4,751.3,-0.4,80,Wind blowing from the east,1,60%.,,32.2,50%.,300-600,10,25,0.1,9
10.08.2014 14:45,27.6,696.8,751.6,-0.5,90,Wind blowing from the south,1,100%.,,,"90  or more, but not 100%",300-600,10,25.8,,
10.08.2014 11:45,28.4,697.3,752.3,0.5,84,Wind blowing from the east,1,40%.,,,40%.,600-1000,15,25.4,,
10.08.2014 08:45,28,696.8,751.9,0.1,85,Wind blowing from the east-northeast,1,20–30%.,23,,20–30%.,600-1000,15,25.2,27,24
10.08.2014 05:45,23.4,696.7,751.7,,100,"Calm, no wind",0,50%.,,,,1000-1500,10,23.4,,
09.08.2014 17:45,26.4,696.1,751.2,-0.7,94,Wind blowing from the west,1,100%.,,,,300-600,10,25.4,27,9
09.08.2014 14:45,26.2,696.8,751.9,-0.2,92,Wind blowing from the east,1,100%.,,,"90  or more, but not 100%",300-600,10,24.8,,
09.08.2014 11:45,29.4,697,751.9,-0.2,81,Wind blowing from the east,1,100%.,,,"90  or more, but not 100%",300-600,15,25.9,,
09.08.2014 08:45,29.6,697.2,752,1,79,"Calm, no wind",0,100%.,24,,"90  or more, but not 100%",300-600,20,25.5,No precipitation,24
09.08.2014 05:45,24.2,696.2,751.3,,98,"Calm, no wind",0,70 – 80%.,,,50%.,600-1000,15,23.9,,
08.08.2014 17:45,28.8,695,750.1,-0.5,77,Wind blowing from the east,1,40%.,,31.2,"10%  or less, but not 0",600-1000,15,24.4,No precipitation,9
08.08.2014 14:45,29.8,695.5,750.6,-0.4,76,Wind blowing from the east-southeast,1,20–30%.,,,20–30%.,600-1000,15,25.2,,
08.08.2014 11:45,27.2,695.9,751,-0.2,86,Wind blowing from the south,1,100%.,,,"90  or more, but not 100%",300-600,10,24.6,,
08.08.2014 08:45,26.6,696.1,751.1,0.6,88,"Calm, no wind",0,100%.,23,,60%.,600-1000,15,24.4,1,24
08.08.2014 05:45,23.2,695.5,750.5,,98,"Calm, no wind",0,60%.,,,"10%  or less, but not 0",1000-1500,10,22.9,,
07.08.2014 17:45,27,694.3,749.4,-0.2,90,"Calm, no wind",0,100%.,,31.4,"90  or more, but not 100%",300-600,8,25.3,1,9
07.08.2014 14:45,29,694.5,749.5,-1,79,Wind blowing from the east,1,100%.,,,"90  or more, but not 100%",300-600,10,25,,
07.08.2014 11:45,28.4,695.5,750.3,-0.1,81,Wind blowing from the east,1,100%.,,,"90  or more, but not 100%",300-600,10,24.8,,
07.08.2014 08:45,26,695.6,750.4,0.5,89,"Calm, no wind",0,100%.,23.5,,"90  or more, but not 100%",300-600,15,24,2,24
07.08.2014 05:45,23.6,695.1,749.9,,,"Calm, no wind",0,100%.,,,"90  or more, but not 100%",300-600,10,,,
06.08.2014 17:45,28.4,694.1,748.9,-0.4,74,Wind blowing from the east,2,40%.,,31.6,20–30%.,600-1000,15,23.3,0.1,9
06.08.2014 14:45,29.2,694.5,749.3,-0.1,77,Wind blowing from the east,2,100%.,,,"90  or more, but not 100%",300-600,10,24.7,,
06.08.2014 11:45,29.4,694.6,749.3,-0.5,73,Wind blowing from the east,1,40%.,,,40%.,600-1000,15,24.1,,
06.08.2014 08:45,27.6,695.1,749.8,,82,Wind blowing from the east,1,20–30%.,23.5,,20–30%.,600-1000,15,24.3,2,24
05.08.2014 17:45,28.4,693.4,748.3,-0.6,90,Wind blowing from the east,1,50%.,,33.5,40%.,300-600,10,26.6,1,9
05.08.2014 14:45,31.6,694,748.9,-1,73,Wind blowing from the east-southeast,1,100%.,,,"90  or more, but not 100%",300-600,10,26.2,,
05.08.2014 11:45,30.6,695,750.1,0.4,72,Wind blowing from the south,1,50%.,,,40%.,300-600,15,25.1,,
05.08.2014 08:45,27.4,694.6,749.6,0.9,83,Wind blowing from the south,1,40%.,23,,40%.,600-1000,15,24.3,,
05.08.2014 05:45,24,693.7,748.9,,91,Wind blowing from the east,1,40%.,,,40%.,600-1000,10,22.5,,
04.08.2014 17:45,27.4,693.1,748.3,-0.4,86,Wind blowing from the east-southeast,1,70 – 80%.,,30.7,60%.,300-600,10,24.9,2,9
04.08.2014 14:45,,693.5,,-0.6,,,,"10%  or less, but not 0",,,"90  or more, but not 100%",300-600,10,25,,
04.08.2014 11:45,27.2,694.1,749.3,-0.2,87,Wind blowing from the south,1,100%.,,,,300-600,10,24.9,,
04.08.2014 08:45,24.6,694.3,749.5,0.6,97,"Calm, no wind",0,100%.,22.5,,"90  or more, but not 100%",300-600,10,24.1,12,24
04.08.2014 05:45,22.8,693.7,748.9,,100,"Calm, no wind",0,70 – 80%.,,,60%.,600-1000,10,22.8,,
03.08.2014 17:45,27.6,692.5,747.7,-1,88,Wind blowing from the east-southeast,1,70 – 80%.,,30.2,60%.,300-600,10,25.5,0.4,9
03.08.2014 14:45,,693.5,748.7,-0.6,,Wind blowing from the south,1,"90  or more, but not 100%",,,70 – 80%.,300-600,10,26.2,,
03.08.2014 11:45,26,694.1,748.9,-0.3,90,Wind blowing from the west-northwest,1,100%.,,,"90  or more, but not 100%",300-600,10,24.3,,
03.08.2014 08:45,25,694.4,749.2,0.2,93,Wind blowing from the east,1,100%.,22.5,,"90  or more, but not 100%",300-600,10,23.8,81,24
03.08.2014 05:45,22.8,694.2,748.9,,100,"Calm, no wind",0,100%.,,,"90  or more, but not 100%",300-600,10,22.8,,
02.08.2014 17:45,24.4,693.1,747.7,-4.1,100,Wind blowing from the east,3,100%.,,33.8,"90  or more, but not 100%",200-300,6,24.4,,
02.08.2014 14:45,33,697.2,748.3,2.7,70,Wind blowing from the west,1,50%.,,,40%.,300-600,15,26.7,,
02.08.2014 11:45,31.8,694.5,749.3,-1,66,Wind blowing from the west,1,40%.,,,,300-600,15,24.7,,
02.08.2014 08:45,28.2,695.5,750.3,0.4,85,Wind blowing from the south,1,40%.,24,,40%.,600-1000,15,25.4,1,24
02.08.2014 05:45,24.2,695.1,749.9,,100,"Calm, no wind",0,60%.,,,50%.,600-1000,10,24.2,,
01.08.2014 17:45,29.2,693.7,748.5,-1.5,88,Wind blowing from the east,1,100%.,,32.8,60%.,300-600,10,27,1,9
01.08.2014 14:45,,695.2,750.1,-1.4,,,,20–30%.,,,"90  or more, but not 100%",1500-2000,0.1,,,
01.08.2014 11:45,31.2,696.6,751.4,-0.3,72,Wind blowing from the south,1,50%.,,,40%.,300-600,15,25.6,,
01.08.2014 08:45,28.2,696.9,751.7,0.2,79,Wind blowing from the east-northeast,1,60%.,23,,20–30%.,1000-1500,15,24.2,1,24
01.08.2014 05:45,23.6,696.7,751.5,,,"Calm, no wind",0,60%.,,,20–30%.,1000-1500,10,,,
31.07.2014 17:45,27.6,695.5,750.4,-0.9,84,"Calm, no wind",0,100%.,,32.5,"90  or more, but not 100%",300-600,10,24.6,1,9
31.07.2014 14:45,29.8,696.4,751.3,-0.8,74,Wind blowing from the east,1,100%.,,,"90  or more, but not 100%",300-600,15,24.6,,
31.07.2014 11:45,31.2,697.2,752,-0.2,72,Wind blowing from the south,1,20–30%.,,,20–30%.,600-1000,15,25.6,,
31.07.2014 08:45,29.4,697.4,752.2,,76,Wind blowing from the east-southeast,1,20–30%.,23.5,,20–30%.,600-1000,10,24.7,3,24
30.07.2014 17:45,29.6,695.5,750.3,,82,Wind blowing from the south,1,40%.,,32.8,20–30%.,300-600,15,26.1,3,9
30.07.2014 14:45,26.8,,751.4,,90,Wind blowing from the north,1,40%.,,,20–30%.,300-600,15,25,,
30.07.2014 11:45,31.6,696.9,751.9,-0.4,71,Wind blowing from the south,1,20–30%.,,,20–30%.,600-1000,15,25.6,,
30.07.2014 08:45,28,697.3,752.4,0.6,79,"Calm, no wind",0,50%.,21.5,,20–30%.,600-1000,15,24,7,24
30.07.2014 05:45,22,696.7,751.8,,98,"Calm, no wind",0,60%.,,,20–30%.,1000-1500,10,21.7,,
29.07.2014 17:45,26.8,695.7,750.8,-0.3,88,Wind blowing from the west,1,"90  or more, but not 100%",,32.4,20–30%.,1000-1500,15,24.7,9,9
29.07.2014 14:45,27.4,696,751,-0.4,89,Wind blowing from the north,1,100%.,,,"90  or more, but not 100%",300-600,10,25.5,,
29.07.2014 11:45,30.6,696.4,751.5,-0.1,76,Wind blowing from the east,1,20–30%.,,,20–30%.,300-600,15,26,,
29.07.2014 08:45,29,696.5,751.6,0.1,78,Wind blowing from the east-southeast,1,"10%  or less, but not 0",22,,"10%  or less, but not 0",600-1000,15,24.7,12,24
29.07.2014 05:45,22.4,696.4,751.2,,99,"Calm, no wind",0,60%.,,,20–30%.,1000-1500,10,22.2,,
28.07.2014 17:45,26.6,694.7,,-0.8,94,Wind blowing from the east,1,"90  or more, but not 100%",,32.8,70 – 80%.,300-600,10,25.6,11,9
28.07.2014 14:45,31.8,695.5,750.4,-1.7,67,Wind blowing from the south,1,20–30%.,,,20–30%.,300-600,15,25,,
28.07.2014 11:45,32,697.2,752.2,,67,"Calm, no wind",0,"10%  or less, but not 0",,,40%.,2000-2500,0.2,25,,
28.07.2014 08:45,28.6,,752.9,,77,Wind blowing from the east,1,20–30%.,22.5,,20–30%.,600-1000,15,24.1,43,24
28.07.2014 05:45,23,697.7,752.8,,100,"Calm, no wind",0,40%.,,,40%.,600-1000,10,23,,
27.07.2014 17:45,27,697.1,752.2,-0.6,92,Wind blowing from the east-northeast,1,60%.,,31.8,50%.,300-600,10,25.6,43,9
27.07.2014 14:45,26,697.7,752.8,-1,95,Wind blowing from the north,1,100%.,,,"90  or more, but not 100%",300-600,15,25.1,,
27.07.2014 11:45,30,698.7,754.1,-0.7,74,Wind blowing from the west,1,100%.,,,"90  or more, but not 100%",300-600,15,24.9,,
27.07.2014 08:45,27,699.4,754.8,0.9,86,Wind blowing from the east,1,40%.,23,,40%.,600-1000,10,24.4,2,24
27.07.2014 05:45,23.2,698.5,753.3,,100,"Calm, no wind",0,40%.,,,40%.,600-1000,10,23.2,,
26.07.2014 17:45,26,697.4,752.2,-0.2,94,Wind blowing from the west,1,"90  or more, but not 100%",,32.5,70 – 80%.,300-600,10,24.9,2,9
26.07.2014 14:45,30.6,697.6,752.5,-0.6,76,Wind blowing from the east,1,100%.,,,"90  or more, but not 100%",300-600,10,26,,
26.07.2014 11:45,,698.2,754,-0.8,,Wind blowing from the north-northeast,5,"10%  or less, but not 0",,,40%.,600-1000,15,24.8,,
26.07.2014 08:45,28.2,699,754.8,0.2,79,Wind blowing from the east,1,50%.,23,,50%.,600-1000,10,24.2,5,24
26.07.2014 05:45,23.6,698.8,754,,100,"Calm, no wind",0,100%.,,,"90  or more, but not 100%",300-600,6,23.6,,
25.07.2014 17:45,27.6,696.4,751.6,-0.6,90,Wind blowing from the east-southeast,2,50%.,,29.5,40%.,600-1000,15,25.8,5,9
25.07.2014 14:45,28,697,752.2,-0.6,86,Wind blowing from the east,1,70 – 80%.,,,60%.,300-600,15,25.5,,
