Local time in Taplejung,T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
16.04.2021 11:45,22,619.9,-0.3,91,Wind blowing from the south-southeast,2,40%.,,,40%.,Less than  50,8,20.4,,
16.04.2021 08:45,16.6,620.2,,85,"Calm, no wind",0,20–30%.,11.6,,"10%  or less, but not 0",100-200,12,14,4,24
15.04.2021 17:45,16,618.2,0.7,94,"Calm, no wind",0,100%.,,24.8,100%.,Less than  50,1,15.1,2,9
15.04.2021 14:45,19.4,617.5,,93,"Calm, no wind",0,100%.,,,100%.,Less than  50,1,18.3,,
15.04.2021 08:45,19.6,620.2,0.9,59,"Calm, no wind",0,20–30%.,13.1,,20–30%.,100-200,4,11.3,No precipitation,24
15.04.2021 05:45,13.8,619.3,,73,"Calm, no wind",0,20–30%.,,,20–30%.,100-200,1,8.9,,
14.04.2021 17:45,21.2,618.4,0.2,48,Wind blowing from the south-southeast,3,70 – 80%.,,24.8,70 – 80%.,Less than  50,1.5,9.7,No precipitation,9
14.04.2021 14:45,24.6,618.2,-2.8,89,Wind blowing from the east,3,60%.,,,60%.,Less than  50,2,22.7,,
14.04.2021 11:45,23.6,621,,88,,,,,,50%.,Less than  50,3,21.4,,
14.04.2021 05:45,13.4,619.9,,89,,,,,,20–30%.,Less than  50,1,11.6,,
13.04.2021 11:45,28.8,,,35,Wind blowing from the south,5,50%.,,,,300-600,27,11.8,,
13.04.2021 05:45,12.8,620.7,,91,,,,,,20–30%.,100-200,1,11.3,,
12.04.2021 14:45,23.4,619.6,-1.5,88,Wind blowing from the east,3,60%.,,,60%.,Less than  50,2,21.2,,
12.04.2021 11:45,22.4,621.1,-0.9,84,Wind blowing from the south-east,3,50%.,,,50%.,Less than  50,3,19.6,,
12.04.2021 08:45,19.3,622,0.7,82,"Calm, no wind",0,20–30%.,12.5,,20–30%.,100-200,4,16.2,No precipitation,24
12.04.2021 05:45,13,621.3,,88,"Calm, no wind",0,20–30%.,,,20–30%.,Less than  50,1,11.1,,
11.04.2021 17:45,20.6,618.7,-0.3,90,Wind blowing from the south-east,4,70 – 80%.,,25.5,60%.,Less than  50,2,18.9,No precipitation,9
11.04.2021 14:45,24.4,619,-1.9,85,Wind blowing from the north-east,3,50%.,,,50%.,Less than  50,3,21.7,,
11.04.2021 11:45,23.6,620.9,,82,Wind blowing from the north-east,2,40%.,,,40%.,Less than  50,6,20.3,,
11.04.2021 05:45,12.3,620.3,,85,"Calm, no wind",0,20–30%.,,,20–30%.,100-200,6,9.8,,
10.04.2021 17:45,20,618.2,-1.1,87,"Calm, no wind",0,70 – 80%.,,24.5,70 – 80%.,Less than  50,3,17.7,No precipitation,9
10.04.2021 14:45,23,619.3,-1.4,89,Wind blowing from the south-west,3,60%.,,,60%.,Less than  50,4,21.1,,
10.04.2021 11:45,22,620.7,,80,Wind blowing from the west,2,40%.,,,40%.,Less than  50,6,18.3,,
10.04.2021 05:45,10.9,619.9,,86,"Calm, no wind",0,20–30%.,,,20–30%.,100-200,6,8.7,,
09.04.2021 17:45,15.8,618.4,0,85,Wind blowing from the east-northeast,3,100%.,,23.7,100%.,Less than  50,1,13.3,No precipitation,9
09.04.2021 14:45,21.4,618.4,-1.8,71,Wind blowing from the east-southeast,4,70 – 80%.,,,60%.,Less than  50,2,15.9,,
09.04.2021 11:45,21.6,620.2,0,77,Wind blowing from the north-east,2,40%.,,,40%.,Less than  50,3,17.3,,
09.04.2021 08:45,17.4,620.2,1.1,63,"Calm, no wind",0,20–30%.,11.2,,20–30%.,100-200,4,10.3,0.9,24
09.04.2021 05:45,12.2,619.1,,78,,,,,,20–30%.,100-200,1,8.5,,
08.04.2021 17:45,15,617.5,,78,Wind blowing from the east,2,100%.,,24.4,100%.,Less than  50,1,11.2,0.4,9
08.04.2021 14:45,20.2,618.2,-1.1,69,Wind blowing from the east,4,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,2,14.2,,
08.04.2021 11:45,23,619.3,,51,Wind blowing from the west,3,50%.,,,50%.,Less than  50,3,12.3,,
08.04.2021 05:45,13,619,,79,,,,,,100%.,Less than  50,1,9.5,,
07.04.2021 11:45,21.2,620.7,,71,Wind blowing from the south-southwest,3,50%.,,,50%.,Less than  50,3,15.6,,
06.04.2021 17:45,,618.4,0,,,,,,23.3,70 – 80%.,Less than  50,1.5,4.4,No precipitation,9
06.04.2021 14:45,22.8,618.4,-1.5,39,Wind blowing from the north,3,70 – 80%.,,,50%.,Less than  50,2,8.1,,
06.04.2021 11:45,21.4,619.9,,39,Wind blowing from the east-southeast,3,50%.,,,50%.,Less than  50,3,7,,
06.04.2021 05:45,12.9,619.6,,63,"Calm, no wind",0,20–30%.,,,20–30%.,100-200,1,6,,
05.04.2021 17:45,18.8,618.4,-1.3,45,Wind blowing from the south-southeast,4,70 – 80%.,,22.5,70 – 80%.,Less than  50,1.5,6.5,No precipitation,9
05.04.2021 14:45,21.8,619.7,,36,Wind blowing from the north-northeast,3,50%.,,,50%.,Less than  50,2,6.2,,
05.04.2021 05:45,10.4,620.5,,81,"Calm, no wind",0,20–30%.,,,20–30%.,100-200,1,7.2,,
04.04.2021 14:45,22.2,617.8,,77,Wind blowing from the west,2,50%.,,,50%.,Less than  50,4,18,,
04.04.2021 08:45,17.4,620,,57,"Calm, no wind",0,"10%  or less, but not 0",9.4,,"10%  or less, but not 0",300-600,15,8.8,No precipitation,24
03.04.2021 17:45,18.2,617,0,70,Wind blowing from the east-southeast,4,70 – 80%.,,22.4,70 – 80%.,Less than  50,3,12.6,No precipitation,9
03.04.2021 14:45,20,617,-2.6,71,Wind blowing from the south-west,3,50%.,,,50%.,Less than  50,6,14.6,,
03.04.2021 11:45,20,619.6,,44,,,,,,40%.,Less than  50,8,7.2,,
03.04.2021 05:45,9.9,618.1,,75,"Calm, no wind",0,20–30%.,,,20–30%.,100-200,4,5.7,,
02.04.2021 17:45,17.2,615.5,-1.1,68,Wind blowing from the east-southeast,4,70 – 80%.,,20,70 – 80%.,Less than  50,3,11.2,No precipitation,9
02.04.2021 14:45,19.4,616.6,-0.9,59,"Calm, no wind",0,50%.,,,50%.,Less than  50,6,11.2,,
02.04.2021 11:45,18.8,617.5,,44,,,,,,40%.,100-200,6,6.1,,
02.04.2021 05:45,9.2,616.1,,80,"Calm, no wind",0,20–30%.,,,20–30%.,Less than  50,4,5.9,,
01.04.2021 17:45,13.8,613,1,78,"Calm, no wind",0,100%.,,19.8,100%.,Less than  50,1,9.9,No precipitation,9
01.04.2021 14:45,18.8,612,-1.5,59,Wind blowing from the north,2,70 – 80%.,,,70 – 80%.,Less than  50,2,10.5,,
01.04.2021 11:45,18.6,613.5,,78,Wind blowing from the north-northwest,2,70 – 80%.,,,60%.,Less than  50,2,14.7,,
01.04.2021 05:45,11.1,612.6,,99,"Calm, no wind",0,100%.,,,100%.,Less than  50,0.5,10.9,,
31.03.2021 17:45,12.4,612,,96,"Calm, no wind",0,100%.,,18.2,100%.,Less than  50,less than 0.1,11.8,2,9
31.03.2021 11:45,16.2,613.9,0.6,77,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,2,12.1,,
31.03.2021 08:45,16.2,613.3,1.6,78,"Calm, no wind",0,20–30%.,10,,20–30%.,Less than  50,4,12.3,4,24
31.03.2021 05:45,10.2,611.7,,94,"Calm, no wind",0,20–30%.,,,20–30%.,Less than  50,1,9.2,,
30.03.2021 17:45,11.8,613.1,-0.4,90,"Calm, no wind",0,100%.,,13.3,100%.,Less than  50,0.8,10.2,2,9
30.03.2021 14:45,11.8,613.5,,98,"Calm, no wind",0,100%.,,,100%.,Less than  50,1,11.5,,
30.03.2021 11:45,,,,,Wind blowing from the east-southeast,6,no clouds,,,,,2.5,14.6,,
29.03.2021 17:45,16.2,615.5,-0.8,75,"Calm, no wind",0,100%.,,20.2,100%.,Less than  50,1,11.8,No precipitation,9
29.03.2021 14:45,18.6,616.3,-2.2,75,"Calm, no wind",0,100%.,,,100%.,Less than  50,1,14.1,,
29.03.2021 11:45,20.2,618.5,-1.4,64,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,2,13.2,,
29.03.2021 08:45,15.6,619.9,1.4,77,"Calm, no wind",0,"90  or more, but not 100%",10.8,,"90  or more, but not 100%",Less than  50,2,11.5,No precipitation,24
29.03.2021 05:45,11.3,618.5,,88,,,,,,20–30%.,100-200,1,9.3,,
28.03.2021 11:45,22,618.4,-1,63,Wind blowing from the north-east,3,50%.,,,50%.,Less than  50,3,14.6,,
28.03.2021 08:45,16.4,619.4,0.6,73,"Calm, no wind",0,20–30%.,10.5,,20–30%.,100-200,4,11.5,No precipitation,24
28.03.2021 05:45,11.6,618.8,,86,"Calm, no wind",0,20–30%.,,,20–30%.,100-200,1,9.4,,
27.03.2021 17:45,18.6,617.7,,72,,,,,22,"90  or more, but not 100%",Less than  50,1,13.4,No precipitation,9
27.03.2021 14:45,24.9,,,38,,,,,,50%.,Less than  50,1,9.7,,
27.03.2021 11:45,20.8,620.5,,60,Wind blowing from the south-southeast,2,50%.,,,50%.,Less than  50,2.5,12.8,,
27.03.2021 05:45,11.6,619.3,,62,,,,,,20–30%.,100-200,1,4.6,,
26.03.2021 17:45,18,618.1,0,72,Wind blowing from the south-southeast,4,100%.,,22.8,100%.,Less than  50,1,12.8,No precipitation,9
26.03.2021 14:45,22.2,618.1,-1.1,60,Wind blowing from the south-east,3,70 – 80%.,,,60%.,Less than  50,2,14.1,,
26.03.2021 11:45,22,619.2,,39,Wind blowing from the north-east,2,50%.,,,50%.,Less than  50,3,7.4,,
26.03.2021 05:45,10,618.7,,74,"Calm, no wind",0,20–30%.,,,20–30%.,100-200,6,5.6,,
25.03.2021 17:45,18.2,617.7,0.8,67,Wind blowing from the south-southeast,3,100%.,,22.8,100%.,Less than  50,1,12,No precipitation,9
25.03.2021 14:45,22.2,616.9,-2.9,63,Wind blowing from the east-northeast,3,70 – 80%.,,,60%.,Less than  50,2,14.8,,
25.03.2021 11:45,21.8,619.8,0.1,56,Wind blowing from the north-northwest,2,50%.,,,50%.,Less than  50,3,12.6,,
25.03.2021 08:45,17.6,619.7,1.2,47,"Calm, no wind",0,20–30%.,4,,20–30%.,100-200,4,6.2,No precipitation,24
25.03.2021 05:45,9.7,618.5,,70,"Calm, no wind",0,,,,,"2500 or more, or no clouds.",6,4.5,,
24.03.2021 17:45,13.2,618.2,0.6,81,Wind blowing from the east-northeast,6,100%.,,23.6,100%.,Less than  50,1,9.9,0.4,9
24.03.2021 14:45,22.8,617.6,,69,Wind blowing from the north-northwest,2,70 – 80%.,,,60%.,Less than  50,2,16.8,,
24.03.2021 05:45,13.1,620.5,,76,"Calm, no wind",0,20–30%.,,,20–30%.,Less than  50,1,8.9,,
23.03.2021 17:45,18.4,619.2,-1.3,69,"Calm, no wind",0,100%.,,21.8,100%.,Less than  50,1,12.5,No precipitation,9
23.03.2021 14:45,21,620.5,-0.9,51,Wind blowing from the north-northeast,3,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,1.5,10.5,,
23.03.2021 11:45,20.6,621.4,,52,Wind blowing from the east-southeast,3,50%.,,,50%.,Less than  50,2.5,10.4,,
23.03.2021 05:45,12.4,621.2,,82,"Calm, no wind",0,20–30%.,,,20–30%.,100-200,1,9.4,,
22.03.2021 17:45,18.6,619.5,0.1,87,Wind blowing from the south-southeast,4,100%.,,22.7,100%.,Less than  50,1,16.3,No precipitation,9
22.03.2021 14:45,22,619.4,-1.4,81,Wind blowing from the east-southeast,3,70 – 80%.,,,60%.,Less than  50,2,18.6,,
22.03.2021 11:45,21.8,620.8,-0.6,71,Wind blowing from the west-southwest,3,50%.,,,50%.,Less than  50,3,16.3,,
22.03.2021 08:45,17.9,621.4,1.5,64,"Calm, no wind",0,20–30%.,11.2,,20–30%.,100-200,4,10.9,No precipitation,24
22.03.2021 05:45,12.5,619.9,,62,"Calm, no wind",0,20–30%.,,,20–30%.,100-200,1,5.3,,
21.03.2021 17:45,18.6,618.2,0.1,64,Wind blowing from the south-southeast,3,70 – 80%.,,21.7,70 – 80%.,Less than  50,1.5,11.7,No precipitation,9
21.03.2021 14:45,20.8,618.1,-0.4,45,Wind blowing from the east,3,70 – 80%.,,,60%.,Less than  50,3,8.3,,
21.03.2021 11:45,20,618.5,,44,Wind blowing from the south,3,50%.,,,50%.,Less than  50,4,7.3,,
21.03.2021 05:45,10,617.9,,75,"Calm, no wind",0,20–30%.,,,20–30%.,Less than  50,1,5.8,,
20.03.2021 17:45,17,616.3,,62,,,,,20.6,"90  or more, but not 100%",Less than  50,1,9.5,No precipitation,9
20.03.2021 11:45,20.4,618.9,0.1,61,"Calm, no wind",0,60%.,,,60%.,Less than  50,2,12.7,,
20.03.2021 08:45,16.6,618.8,0.7,64,"Calm, no wind",0,20–30%.,10,,20–30%.,100-200,4,9.8,No precipitation,24
20.03.2021 05:45,11.3,618.1,,91,"Calm, no wind",0,20–30%.,,,20–30%.,100-200,1,9.8,,
19.03.2021 17:45,18.6,617.7,0,73,Wind blowing from the south-southeast,3,100%.,,21.2,100%.,Less than  50,1,13.7,No precipitation,9
19.03.2021 14:45,20.2,617.7,-2.3,73,Wind blowing from the south-southeast,2,70 – 80%.,,,70 – 80%.,Less than  50,1.5,15.2,,
19.03.2021 11:45,19.4,620,,68,,,,,,60%.,Less than  50,3,13.3,,
19.03.2021 05:45,10,619,,89,"Calm, no wind",0,,,,,"2500 or more, or no clouds.",6,8.3,,
18.03.2021 17:45,17.2,617.7,,84,Wind blowing from the south-southeast,2,"90  or more, but not 100%",,17.2,"90  or more, but not 100%",Less than  50,1,14.5,No precipitation,9
18.03.2021 08:45,15.8,620.6,1.3,67,,,,9,,20–30%.,Less than  50,12,9.6,No precipitation,24
18.03.2021 05:45,9.6,619.3,,87,"Calm, no wind",0,20–30%.,,,20–30%.,100-200,6,7.5,,
17.03.2021 14:45,20.6,617.8,-1.6,54,Wind blowing from the north-west,3,70 – 80%.,,,60%.,Less than  50,2,10.8,,
17.03.2021 11:45,19.4,619.4,,51,"Calm, no wind",0,50%.,,,50%.,Less than  50,4,8.9,,
16.03.2021 17:45,16.2,617.7,-0.1,80,,,,,20.8,"90  or more, but not 100%",Less than  50,1,12.8,No precipitation,9
16.03.2021 14:45,20.8,617.8,,64,Wind blowing from the east-southeast,5,70 – 80%.,,,60%.,Less than  50,2,13.7,,
16.03.2021 11:45,20,620.3,0.1,61,Wind blowing from the north-northwest,2,50%.,,,50%.,Less than  50,3,12.1,,
16.03.2021 08:45,15.3,620.2,,75,"Calm, no wind",0,20–30%.,11,,20–30%.,Less than  50,4,10.9,No precipitation,24
15.03.2021 17:45,16.6,617.8,,75,,,,,20.8,"90  or more, but not 100%",Less than  50,1,12.2,No precipitation,9
15.03.2021 11:45,19,619.4,-0.5,68,Wind blowing from the west,3,60%.,,,60%.,Less than  50,3.5,12.9,,
15.03.2021 08:45,14.6,619.9,,77,,,,10.7,,"90  or more, but not 100%",Less than  50,10,10.5,1,24
14.03.2021 17:45,15.4,617.9,-0.8,76,Wind blowing from the south-southeast,2,"90  or more, but not 100%",,19.3,"90  or more, but not 100%",Less than  50,1,11.2,No precipitation,9
14.03.2021 14:45,16.5,618.7,,67,"Calm, no wind",0,100%.,,,100%.,Less than  50,1,10.2,,
14.03.2021 08:45,14.6,620.1,,64,"Calm, no wind",0,20–30%.,9,,20–30%.,Less than  50,12,7.8,3,24
13.03.2021 17:45,14.6,619.4,-0.8,87,"Calm, no wind",0,100%.,,18.7,100%.,Less than  50,1,12.4,0.5,9
13.03.2021 14:45,17.8,620.2,-2.2,71,Wind blowing from the south-southeast,3,70 – 80%.,,,70 – 80%.,Less than  50,1.5,12.5,,
13.03.2021 11:45,17.2,622.4,0.1,71,Wind blowing from the south-southwest,3,70 – 80%.,,,50%.,Less than  50,3,11.9,,
13.03.2021 08:45,16.3,622.3,1,73,"Calm, no wind",0,20–30%.,11,,"10%  or less, but not 0",100-200,10,11.4,No precipitation,24
13.03.2021 05:45,11.7,621.3,,80,"Calm, no wind",0,20–30%.,,,"10%  or less, but not 0",300-600,6,8.4,,
12.03.2021 17:45,17.2,620.9,-0.1,68,Wind blowing from the south,2,60%.,,20.4,60%.,Less than  50,4,11.2,No precipitation,9
12.03.2021 14:45,20,621,-1.6,57,Wind blowing from the east-southeast,3,50%.,,,50%.,Less than  50,8,11.2,,
12.03.2021 11:45,18,622.6,-0.6,57,Wind blowing from the south-west,3,40%.,,,,Less than  50,10,9.2,,
12.03.2021 08:45,15.6,623.2,1.3,63,"Calm, no wind",0,20–30%.,8,,20–30%.,Less than  50,15,8.5,6,24
12.03.2021 05:45,8.4,621.9,,90,"Calm, no wind",0,no clouds,,,,,6,6.8,,
11.03.2021 17:45,12.4,621.1,0.9,90,"Calm, no wind",0,100%.,,19.4,100%.,Less than  50,2,10.8,3,9
11.03.2021 14:45,18.6,620.2,,64,"Calm, no wind",0,70 – 80%.,,,70 – 80%.,Less than  50,2,11.7,,
10.03.2021 17:45,11.2,618.7,-1.2,81,"Calm, no wind",0,100%.,,20.2,100%.,Less than  50,0.8,8.1,22,9
10.03.2021 14:45,18.4,619.9,-1.1,63,Wind blowing from the east,3,70 – 80%.,,,60%.,Less than  50,2,11.1,,
10.03.2021 11:45,19.4,621,-0.4,61,Wind blowing from the north-northwest,2,50%.,,,50%.,Less than  50,2.5,11.6,,
10.03.2021 08:45,14.9,621.4,1,76,"Calm, no wind",0,20–30%.,10.2,,20–30%.,Less than  50,1,10.7,No precipitation,24
10.03.2021 05:45,10.4,620.4,,95,"Calm, no wind",0,20–30%.,,,20–30%.,Less than  50,1,9.6,,
09.03.2021 17:45,15.8,618.7,0,77,"Calm, no wind",0,"90  or more, but not 100%",,20.7,"90  or more, but not 100%",Less than  50,2,11.7,No precipitation,9
09.03.2021 14:45,19.4,618.7,-1.7,62,Wind blowing from the north-west,2,70 – 80%.,,,50%.,Less than  50,3,11.9,,
09.03.2021 11:45,19,620.4,-0.6,65,Wind blowing from the north,2,60%.,,,60%.,Less than  50,4,12.2,,
09.03.2021 08:45,14.8,621,1.2,75,,,,7.7,,20–30%.,Less than  50,10,10.4,3,24
09.03.2021 05:45,8.7,619.8,,89,"Calm, no wind",0,20–30%.,,,20–30%.,Less than  50,6,6.9,,
08.03.2021 17:45,13,619.6,0.1,81,Wind blowing from the north-east,2,100%.,,17.5,100%.,Less than  50,1,9.7,1,9
08.03.2021 14:45,16.4,619.5,-1.7,71,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,1.5,11,,
08.03.2021 11:45,16,621.2,0.7,54,,,,,,60%.,Less than  50,2,6.6,,
08.03.2021 08:45,13.8,620.5,0.8,70,"Calm, no wind",0,50%.,8.8,,50%.,Less than  50,3,8.4,No precipitation,24
08.03.2021 05:45,9.4,619.7,,89,"Calm, no wind",0,100%.,,,100%.,Less than  50,2,7.6,,
07.03.2021 17:45,12,619.9,-0.1,80,"Calm, no wind",0,100%.,,14,100%.,Less than  50,1,8.6,No precipitation,9
07.03.2021 14:45,12.8,620,,76,"Calm, no wind",0,100%.,,,100%.,Less than  50,1.5,8.7,,
07.03.2021 08:45,12,620.5,,68,"Calm, no wind",0,70 – 80%.,7,,70 – 80%.,Less than  50,3.5,6.3,No precipitation,24
06.03.2021 11:45,16.2,619.7,0,51,Wind blowing from the north-east,2,70 – 80%.,,,50%.,Less than  50,3,6.1,,
06.03.2021 08:45,12.6,619.7,1.2,73,"Calm, no wind",0,50%.,7.2,,50%.,Less than  50,3,7.8,7,24
06.03.2021 05:45,7.6,618.5,,90,"Calm, no wind",0,70 – 80%.,,,70 – 80%.,Less than  50,2,6.1,,
05.03.2021 17:45,9.8,616.4,0,94,Wind blowing from the east,3,100%.,,17.8,100%.,Less than  50,1,8.8,3,9
05.03.2021 14:45,15.2,616.4,-2.6,65,Wind blowing from the east-northeast,2,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,1.5,8.5,,
05.03.2021 11:45,16.6,619,0.2,63,Wind blowing from the north-east,3,70 – 80%.,,,60%.,Less than  50,2.5,9.4,,
05.03.2021 08:45,13.2,618.8,1.6,71,,,,9.4,,60%.,Less than  50,2,8.1,No precipitation,24
05.03.2021 05:45,10.4,617.2,,87,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,1,8.3,,
04.03.2021 17:45,13.8,618.1,0.2,63,Wind blowing from the south-southeast,3,"90  or more, but not 100%",,19.4,"90  or more, but not 100%",Less than  50,1.5,6.8,No precipitation,9
04.03.2021 14:45,16.2,617.9,-1.6,59,Wind blowing from the west,2,70 – 80%.,,,70 – 80%.,Less than  50,2,8.1,,
04.03.2021 11:45,18.2,619.5,0,57,Wind blowing from the north,2,60%.,,,60%.,Less than  50,3,9.4,,
04.03.2021 08:45,12.2,619.5,0.5,70,"Calm, no wind",0,50%.,8.2,,50%.,Less than  50,3,6.9,No precipitation,24
04.03.2021 05:45,9,619,,84,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,3,6.4,,
03.03.2021 17:45,15,618.1,0.1,54,Wind blowing from the south-east,4,70 – 80%.,,20,70 – 80%.,Less than  50,3,5.8,No precipitation,9
03.03.2021 14:45,19.4,618,-1.7,28,Wind blowing from the west,5,50%.,,,,Less than  50,6,0.5,,
03.03.2021 11:45,19,619.7,0.1,42,Wind blowing from the north-northwest,2,20–30%.,,,20–30%.,50-100,8,5.9,,
03.03.2021 08:45,13.4,619.6,,61,,,,6.7,,"10%  or less, but not 0",100-200,10,5.9,No precipitation,24
02.03.2021 17:45,14.4,617.2,-1,40,Wind blowing from the south-east,4,70 – 80%.,,19,70 – 80%.,Less than  50,1,0.8,No precipitation,9
02.03.2021 14:45,19.4,618.2,,39,Wind blowing from the north-northwest,3,60%.,,,40%.,Less than  50,3.5,5.1,,
02.03.2021 08:45,13.8,618.9,0,77,,,,8.6,,50%.,Less than  50,3,9.8,No precipitation,24
02.03.2021 05:45,8.8,618.9,,95,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,2,8.1,,
01.03.2021 17:45,16,618,0,64,Wind blowing from the south-east,3,"90  or more, but not 100%",,19.8,"90  or more, but not 100%",Less than  50,1,9.1,1,9
01.03.2021 14:45,19.2,618,-1.7,55,,,,,,50%.,Less than  50,2,9.9,,
01.03.2021 11:45,15.6,619.7,,80,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,1.5,12.1,,
01.03.2021 08:45,13.2,618.9,,92,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,11,,Sky obscured by fog and/or other meteorological phenomena.,,0.5,11.9,1,24
01.03.2021 05:45,11.8,616.6,,96,"Calm, no wind",0,100%.,,,100%.,Less than  50,0.8,11.2,,
28.02.2021 14:45,17.8,615.9,,83,"Calm, no wind",0,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,1,14.8,,
27.02.2021 17:45,13.6,615.9,,92,"Calm, no wind",0,100%.,,14.6,100%.,Less than  50,0.8,12.3,0.2,9
26.02.2021 08:45,11.6,617.2,,96,"Calm, no wind",0,100%.,11,,100%.,Less than  50,0.5,10.9,3,24
24.02.2021 14:45,16,618,,70,Wind blowing from the north-west,1,100%.,,,100%.,Less than  50,1,10.5,,
23.02.2021 17:45,15.4,618.1,-0.9,62,Wind blowing from the south-east,3,70 – 80%.,,20.5,60%.,Less than  50,1,8,No precipitation,9
23.02.2021 14:45,19.1,619,,53,Wind blowing from the north,2,"90  or more, but not 100%",,,60%.,Less than  50,1,9.2,,
22.02.2021 14:45,18.8,620,,44,Wind blowing from the east-southeast,4,"90  or more, but not 100%",,,50%.,Less than  50,2,6.1,,
21.02.2021 17:45,16.2,619.6,-1.1,50,Wind blowing from the south-southeast,3,70 – 80%.,,20.5,40%.,Less than  50,2,5.7,No precipitation,9
21.02.2021 14:45,19.2,620.7,,44,Wind blowing from the east-southeast,3,50%.,,,50%.,Less than  50,3,6.6,,
21.02.2021 08:45,13,622.7,1.5,69,"Calm, no wind",0,"10%  or less, but not 0",6.8,,"10%  or less, but not 0",100-200,3,7.5,No precipitation,24
21.02.2021 05:45,7.6,621.2,,82,"Calm, no wind",0,no clouds,,,,,8,4.6,,
20.02.2021 17:45,15.2,620.4,,56,Wind blowing from the south-southeast,4,70 – 80%.,,19.5,40%.,Less than  50,2,6.5,No precipitation,9
20.02.2021 08:45,11.8,622.7,0.4,62,,,,5.5,,"10%  or less, but not 0",300-600,10,4.8,No precipitation,24
20.02.2021 05:45,6.3,622.3,,82,"Calm, no wind",0,,,,,"2500 or more, or no clouds.",6,3.4,,
19.02.2021 17:45,13.4,621.1,-0.4,63,Wind blowing from the south-southeast,4,70 – 80%.,,18.2,50%.,Less than  50,1.5,6.4,No precipitation,9
19.02.2021 14:45,17.4,621.5,-1.4,44,Wind blowing from the north-northwest,3,70 – 80%.,,,60%.,Less than  50,6,5,,
19.02.2021 11:45,17,622.9,-0.7,38,Wind blowing from the west,3,60%.,,,50%.,Less than  50,10,2.5,,
19.02.2021 08:45,11,623.6,1.4,54,"Calm, no wind",0,50%.,5,,20–30%.,100-200,8,2,0.3,24
19.02.2021 05:45,6,622.2,,72,"Calm, no wind",0,20–30%.,,,"10%  or less, but not 0",300-600,6,1.3,,
18.02.2021 17:45,10.2,621.4,2.2,75,Wind blowing from the south-west,1,70 – 80%.,,16.6,40%.,Less than  50,1.5,5.9,0.3,9
18.02.2021 14:45,12.6,619.2,-2.9,55,Wind blowing from the north,5,"90  or more, but not 100%",,,70 – 80%.,Less than  50,1,3.7,,
18.02.2021 11:45,15.4,622.1,,55,Wind blowing from the west-southwest,3,50%.,,,50%.,Less than  50,3,6.3,,
17.02.2021 17:45,13,619,0,68,Wind blowing from the south-east,4,"90  or more, but not 100%",,17.7,60%.,Less than  50,2,7.1,No precipitation,9
17.02.2021 14:45,17.4,619,-1.6,47,Wind blowing from the east-northeast,3,60%.,,,60%.,Less than  50,6,5.9,,
17.02.2021 11:45,16,620.6,-0.2,56,Wind blowing from the north,2,40%.,,,40%.,50-100,10,7.1,,
17.02.2021 08:45,10.4,620.8,1.2,69,"Calm, no wind",0,40%.,5,,20–30%.,50-100,10,4.9,5,24
17.02.2021 05:45,5.7,619.6,,82,"Calm, no wind",0,20–30%.,,,"10%  or less, but not 0",300-600,6,2.9,,
16.02.2021 17:45,12.6,617.5,0.1,65,Wind blowing from the east,4,100%.,,16.5,100%.,Less than  50,1,6.2,Trace of precipitation,9
16.02.2021 14:45,14.6,617.4,,57,Wind blowing from the east-northeast,4,"90  or more, but not 100%",,,"90  or more, but not 100%",Less than  50,1.5,6.2,,
16.02.2021 05:45,7.4,618.3,,92,"Calm, no wind",0,20–30%.,,,20–30%.,Less than  50,1,6.1,,
15.02.2021 17:45,11.8,617.4,,76,Wind blowing from the west-southwest,1,100%.,,17.7,100%.,Less than  50,1,7.6,0.5,9
15.02.2021 11:45,17.4,618.9,,60,Wind blowing from the north-northeast,2,50%.,,,50%.,Less than  50,2,9.6,,
15.02.2021 05:45,8.3,618.9,,95,"Calm, no wind",0,100%.,,,100%.,Less than  50,1,7.6,,
14.02.2021 14:45,17.6,618.1,-2.3,49,Wind blowing from the south-west,3,60%.,,,60%.,Less than  50,2,6.6,,
14.02.2021 11:45,17.2,620.4,,60,Wind blowing from the west-northwest,2,60%.,,,60%.,Less than  50,3,9.3,,
14.02.2021 05:45,9,620,,91,"Calm, no wind",0,100%.,,,100%.,Less than  50,1,7.6,,
13.02.2021 17:45,,618.9,-0.9,,Wind blowing from the north,20,"10%  or less, but not 0",,18.2,70 – 80%.,Less than  50,1,6,No precipitation,24
